CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO; PUNTOS;DENUNCIANTE;HECHO-BOL;COORDENADA-X;COORDENADA-Y 
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;12.17; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;112 ASCAO - EMILIO FERRARI              ;5;2021;12.18; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  445783.54; 4475923.73
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;12.22; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;12.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;12.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;12.33; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;12.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.42; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;12.44; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.45; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;122 AV. PESETA - CTRA BARRIO F          ;5;2021;12.47; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435089.95; 4469256.88
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.47; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.50; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.52; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;12.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;12.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;12.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;105 FTE CARRANTONA ESQ HAC.PAV          ;5;2021;12.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  446113.77; 4472632.74
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;12.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.04; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;13.04; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.08; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;13.08; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;13.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;13.12; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;13.18; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;13.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.24; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;091 AV ANDALUCIA METRO S.CRIST          ;5;2021;13.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441264.06; 4466098.35
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.27; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;13.29; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.30; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;13.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;13.37; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;13.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;13.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.45; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;117 JOSE ABASCAL - SANTA ENGRA          ;5;2021;13.48; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440671.00; 4476875.00
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;13.52; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;13.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;13.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;14.00; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
